,sqft_living,sqft_above,bathrooms,view,grade,price
2708,2560,1690,2.5,0,8,780000
2709,1714,1714,2.5,0,8,305000
2710,1330,900,1.0,0,7,405000
2711,7350,4750,3.5,4,11,1110000
2712,2050,2050,1.75,0,6,273000
2713,1810,1810,1.0,0,7,326500
2714,1380,880,1.75,0,7,365000
2715,3070,2440,2.75,0,10,1000000
2716,800,800,1.0,0,7,422500
2717,2140,2140,2.75,0,8,354450
2718,1330,1330,1.0,0,7,320000
2719,1030,1030,1.0,0,7,223000
2720,1740,1740,2.5,0,7,410000
2721,1200,1200,1.0,0,6,438000
2722,1490,960,3.0,0,7,390000
2723,1890,1890,2.5,0,7,298500
2724,3060,3060,2.25,0,10,749999
2725,3250,1800,2.5,1,8,779000
2726,2730,1530,2.75,2,8,570000
2727,810,810,1.0,0,6,385000
2728,2240,1120,2.0,0,8,649000
2729,1740,1270,1.0,0,7,283000
2730,2380,1540,2.25,0,7,699900
2731,1540,770,1.0,0,7,278500
2732,2340,1610,1.75,0,8,700000
2733,2710,2710,2.75,0,9,535000
2734,1310,870,1.75,0,7,234500
2735,1390,1390,1.75,0,7,374150
2736,2201,2201,2.5,0,8,397000
2737,1960,1960,2.25,0,8,613000
2738,2850,1730,2.5,0,8,1150000
2739,1880,940,1.75,0,7,595000
2740,2440,2440,2.75,0,8,340000
2741,2560,2560,2.5,0,9,388000
2742,1410,1410,1.75,0,7,404000
2743,2870,1790,2.0,1,8,810000
2744,2620,2620,2.5,0,9,405000
2745,2970,2970,3.0,0,9,726000
2746,1780,1400,2.5,0,7,266000
2747,3700,1850,2.25,1,8,722500
2748,1252,992,2.5,0,8,352000
2749,1240,1110,1.5,0,7,265000
2750,2160,2160,2.5,0,9,856000
2751,2040,2040,2.5,0,8,346950
2752,3130,2570,3.5,0,9,866059
2753,2350,2350,2.5,0,7,410000
2754,1570,1570,1.75,0,7,370000
2755,1530,1530,1.0,0,7,230000
2756,1520,1520,2.0,0,7,400000
2757,1350,820,1.0,0,7,172000
2758,1950,1250,1.75,0,8,615000
2759,3950,3950,3.5,0,10,860000
2760,2040,1120,1.75,0,7,555000
2761,1990,1390,2.5,0,8,579000
2762,1300,1300,1.75,0,7,385000
2763,2030,2030,2.25,0,7,420000
2764,2340,1620,1.75,0,7,645000
2765,2160,2160,2.5,0,8,549950
2766,2770,1640,2.75,1,8,678000
2767,2030,2030,2.0,0,7,199000
2768,1440,1440,1.0,0,7,604000
2769,1730,1010,1.75,0,7,268000
2770,4510,2820,3.5,0,10,960000
2771,2100,1450,2.5,0,7,509250
2772,1800,1800,2.5,0,8,416000
2773,1090,1090,1.0,0,7,190000
2774,1010,1010,1.5,0,7,212000
2775,2040,2040,2.5,0,8,325900
2776,2270,1880,3.5,0,8,560000
2777,1730,1730,2.5,0,7,275000
2778,2480,2480,2.5,2,8,665000
2779,3480,2580,3.5,0,9,1510000
2780,1720,970,2.0,0,7,375000
2781,1570,1040,1.75,0,7,359950
2782,3527,3527,2.75,0,7,340000
2783,840,840,1.0,0,7,401000
2784,1950,1160,1.75,3,6,669000
2785,1980,1980,2.5,0,8,638500
2786,1620,1170,1.5,0,7,545000
2787,1980,1260,1.0,0,7,524000
2788,3530,3530,3.75,0,10,1610000
2789,1260,1100,1.0,0,6,280000
2790,2120,1500,2.5,0,8,828000
2791,1360,1360,1.75,0,7,223000
2792,3100,2250,3.5,2,9,1290000
2793,2370,2370,2.0,0,7,750000
2794,1460,1210,1.0,0,7,430000
2795,1980,990,1.75,0,6,711000
2796,1930,1930,2.5,0,8,310000
2797,3700,1850,1.75,0,8,415000
2798,1970,1970,2.5,0,7,274900
2799,2470,2470,3.0,0,8,525000
2800,1180,1180,1.0,0,7,179500
2801,1280,1280,1.0,0,8,478000
2802,1380,990,1.75,0,7,195000
2803,2740,1670,3.0,0,8,385000
2804,2020,1260,2.75,0,7,401000
2805,2835,2835,2.5,0,8,522000
2806,1520,1520,1.75,0,7,330000
2807,2190,2190,2.5,0,9,503000
2808,1680,1680,1.75,0,7,175000
2809,3915,3915,3.5,0,9,963990
2810,1720,1720,2.0,0,8,845000
2811,670,670,1.0,0,5,157500
2812,1790,1400,3.0,0,7,450000
2813,2440,1420,1.75,4,8,925000
2814,920,920,1.0,0,7,600000
2815,1680,1680,1.0,0,7,709000
2816,3290,2190,3.75,0,10,1390000
2817,2120,1220,2.5,0,7,248000
2818,910,910,1.0,0,6,245000
2819,1000,1000,1.0,0,6,332000
2820,2340,2340,2.5,0,7,459950
2821,1180,1180,2.0,2,8,425000
2822,2080,1590,2.25,0,8,460000
2823,3760,2360,2.5,0,9,838300
2824,1480,1480,2.5,0,7,256000
2825,3060,3060,2.75,0,10,864000
2826,3070,2030,3.5,0,9,900000
2827,1170,1170,1.0,0,6,145600
2828,2900,1830,3.0,0,8,865000
2829,2210,2210,2.25,0,8,250250
2830,1440,1440,2.0,0,5,162000
2831,1980,1430,1.75,0,7,450000
2832,2060,1460,2.75,0,8,675500
2833,2420,1640,2.25,0,7,697000
2834,3440,2560,3.25,0,9,1320000
2835,1600,1600,1.75,0,8,490000
2836,2210,1460,2.25,0,8,590000
2837,2250,1450,1.75,0,8,280000
2838,1680,1140,1.0,0,7,515000
2839,1140,1010,1.0,0,7,576000
2840,1430,1430,1.75,0,7,375000
2841,1440,1000,1.0,0,7,478000
2842,1670,1030,1.0,0,7,282000
2843,3080,1940,4.5,3,8,1400000
2844,4300,3220,3.25,0,8,593500
2845,3010,3010,3.5,0,9,724950
2846,1560,1560,1.75,0,8,306000
2847,1920,1500,1.75,0,8,341000
2848,1400,1400,2.5,0,7,399950
2849,2280,2280,2.0,0,7,534000
2850,3880,3880,2.5,0,7,635000
2851,1350,950,1.0,0,6,350000
2852,1480,1480,1.5,0,7,856000
2853,1670,1427,3.0,0,8,582000
2854,3400,3400,2.5,0,9,799000
2855,2070,2070,2.5,0,8,423700
2856,4870,4870,3.5,0,12,1840000
2857,1760,1160,2.0,0,7,322000
2858,4030,4030,3.25,0,9,929000
2859,1130,880,1.0,0,7,443000
2860,1510,1510,1.75,0,7,441500
2861,3110,3110,3.5,2,8,875000
2862,5020,3420,3.25,4,10,3600000
2863,740,740,1.0,0,7,450000
2864,1630,1100,2.25,0,7,425000
2865,2780,2780,1.75,0,10,660000
2866,1990,1100,1.75,0,7,763101
2867,2250,2250,2.75,0,9,499000
2868,1720,1350,1.75,0,8,521000
2869,900,900,1.0,2,6,302000
2870,2360,2360,2.25,0,7,293000
2871,1530,1530,2.25,0,7,335000
2872,1450,1450,1.0,0,7,499000
2873,2040,1780,1.75,0,7,600000
2874,2620,2620,1.75,0,9,720000
2875,1180,1180,2.0,0,6,195000
2876,1110,1110,1.0,0,7,249000
2877,1840,1840,2.25,0,7,334000
2878,2720,1510,1.75,0,8,599950
2879,1090,1090,1.75,0,8,149900
2880,1730,1250,1.75,0,7,700000
2881,1170,1170,1.5,0,6,525000
2882,4740,4740,3.75,0,10,1050000
2883,1960,1290,2.5,0,7,402000
2884,1430,980,2.0,0,7,450000
2885,2510,2510,2.25,0,8,520000
2886,1420,820,1.75,0,7,205000
2887,2680,2680,2.25,0,9,635000
2888,1220,1220,1.0,0,7,210500
2889,1070,1070,1.0,0,6,406650
2890,1580,1580,1.75,0,7,350000
2891,1820,930,1.75,0,7,425000
2892,3590,3590,3.5,0,10,798000
2893,1960,1960,1.0,0,5,180000
2894,3160,3160,3.25,0,8,1250000
2895,2030,1630,2.0,0,7,435000
2896,1240,1240,1.5,0,7,355000
2897,5370,3850,3.25,0,10,3000000
2898,2670,2670,2.5,0,9,685000
2899,1640,1640,1.0,0,7,311000
2900,2130,2130,2.25,0,7,305000
2901,2550,1850,2.5,0,7,675000
2902,3630,1850,2.75,2,8,769000
2903,1690,1690,1.5,0,7,430000
2904,2390,2390,2.0,0,7,516250
2905,2350,1340,3.5,2,7,760000
2906,1420,1180,3.5,0,8,579950
2907,1570,1170,2.25,0,8,476000
2908,1600,1600,1.75,0,7,510000
2909,720,720,1.0,0,6,205000
2910,1470,1470,1.0,0,7,240000
2911,2790,1970,3.5,2,10,738000
2912,1720,860,1.75,0,6,420000
2913,1300,1300,1.75,0,7,455000
2914,2520,1820,1.0,0,8,765000
2915,1780,1780,1.5,0,7,372000
2916,1200,1200,1.0,0,6,160000
2917,2990,2990,2.5,0,9,772000
2918,1910,1910,1.75,0,9,1130000
2919,1370,1370,1.0,0,7,479000
2920,1910,1910,2.5,0,8,570000
2921,1170,1170,1.0,0,6,350000
2922,1250,1250,2.5,0,8,353000
2923,3340,3340,2.5,0,10,699000
2924,1380,1380,2.0,0,7,265000
2925,780,780,1.0,0,6,167000
2926,2080,1390,2.25,0,8,500000
2927,1410,1410,1.0,0,6,700000
2928,520,520,1.0,0,6,295000
2929,3500,2590,3.5,2,9,1010000
2930,840,840,1.0,0,6,209000
2931,2240,1440,1.75,0,7,276000
2932,2100,2100,2.5,0,8,380000
2933,1750,1150,1.5,0,7,315000
2934,3130,3130,2.5,0,9,685530
2935,1470,1470,2.0,0,7,254600
2936,1440,720,2.0,0,6,230000
2937,1430,1430,3.0,0,8,335000
2938,2170,1460,2.5,0,7,550000
2939,1150,1150,1.0,0,7,123300
2940,2170,2170,2.75,0,7,275436
2941,2630,1640,3.5,3,7,325000
2942,2490,2490,2.5,0,9,635000
2943,1710,1110,1.75,0,7,513000
2944,2130,1490,2.5,0,8,580000
2945,940,940,1.0,0,7,225000
2946,1400,1060,1.0,0,7,265000
2947,1630,930,1.75,0,7,313000
2948,1370,1370,1.0,0,7,296000
2949,2380,1680,2.75,0,8,655500
2950,2140,2140,1.75,0,8,250750
2951,1970,1970,2.5,0,8,438000
2952,2550,1980,2.75,0,8,590000
2953,1080,1080,1.0,0,7,329500
2954,3070,2110,2.25,0,10,1200000
2955,1470,900,1.0,0,6,415000
2956,3620,3620,2.5,0,10,900000
2957,1050,1050,1.5,0,7,378000
2958,1050,1050,1.0,3,6,474000
2959,1320,1320,1.0,0,7,464000
2960,1210,1210,1.0,0,7,310000
2961,1860,1860,1.5,1,7,580000
2962,2830,1830,2.75,3,8,999000
2963,810,810,1.0,0,6,510000
2964,1630,1160,1.5,1,7,650000
2965,880,880,1.0,0,7,196000
2966,1660,1010,1.75,0,6,220000
2967,3440,3440,2.25,2,10,855000
2968,2110,1440,1.75,0,8,483000
2969,1060,1060,1.0,0,7,400000
2970,1900,1900,2.5,0,8,435000
2971,820,760,1.0,0,8,219500
2972,4860,4860,3.5,0,12,2950000
2973,2050,2050,2.5,0,7,427000
2974,1090,1090,1.5,0,7,430000
2975,1090,1090,1.5,0,7,685000
2976,1920,1060,1.5,0,7,495000
2977,1870,1870,2.5,0,7,299950
2978,2690,2690,1.75,0,7,390000
2979,2160,1260,1.75,0,7,385000
2980,3000,3000,2.5,0,9,740000
2981,2290,1610,3.0,1,9,991700
2982,2250,1830,2.75,0,9,765000
2983,2130,2130,2.25,2,8,802000
2984,2500,1700,2.75,0,8,950000
2985,2300,2300,2.5,0,7,392000
2986,3360,3360,2.5,0,8,590000
2987,1920,1920,2.5,0,7,425000
2988,2440,1740,1.75,4,8,765000
2989,1440,1440,2.25,0,7,313500
2990,1780,1780,1.0,0,6,320000
2991,1490,1350,1.75,0,8,604000
2992,1400,1060,2.0,0,8,570000
2993,2150,2150,2.5,0,8,639000
2994,1910,1910,2.0,0,7,335000
2995,2660,2080,1.75,0,8,896000
2996,1650,1650,1.75,0,7,259500
2997,1980,1380,2.0,0,7,637000
2998,2690,1370,2.75,0,8,307450
2999,1380,860,1.75,0,7,535000
3000,2500,1520,2.25,0,7,669500
3001,1590,1590,1.75,0,7,259000
3002,1100,1100,1.5,0,7,441000
3003,1470,980,2.5,0,7,228800
3004,1680,1680,2.0,0,8,530000
3005,1450,750,2.0,0,6,524000
3006,2020,1200,2.25,0,8,430000
3007,2470,1890,3.25,0,9,1330000
3008,1230,1230,1.0,0,7,210000
3009,1850,1230,2.5,0,7,449000
3010,2540,2540,2.5,0,9,945000
3011,970,970,1.0,0,6,200450
3012,1070,1070,1.5,0,6,219950
3013,2620,1870,3.0,0,8,659500
3014,2110,2110,2.75,0,8,746000
3015,2110,1280,1.75,0,8,540000
3016,1910,1020,2.0,0,7,485000
3017,670,670,1.0,0,6,202000
3018,6930,4310,5.5,0,11,2530000
3019,2010,1360,2.75,0,8,502000
3020,1770,1210,2.75,0,8,279000
3021,1340,1040,1.0,0,7,409500
3022,1660,1260,2.0,0,7,453000
3023,1820,1820,1.0,0,6,367000
3024,2510,2510,2.5,0,9,550000
3025,1560,1560,1.5,0,7,273500
3026,2280,1340,3.0,0,7,505000
3027,2650,2650,2.5,0,9,770000
3028,2470,2470,2.25,0,8,565000
3029,1270,1270,0.75,0,7,316000
3030,1520,1520,1.0,0,7,160000
3031,1310,1310,1.0,0,7,170000
3032,1310,1310,1.0,0,7,235000
3033,3930,3930,3.5,0,12,1800000
3034,990,990,1.0,0,7,310000
3035,2080,1040,1.75,0,7,285000
3036,960,960,1.0,0,6,280000
3037,4070,4070,4.25,3,10,2300000
3038,2750,2750,2.5,0,9,763776
3039,3230,1880,2.75,2,8,530000
3040,890,890,1.0,0,7,362000
3041,990,990,1.0,0,6,430000
3042,1290,1290,1.0,0,7,456500
3043,2170,2170,2.5,0,7,445000
3044,1330,960,1.0,0,7,386900
3045,1340,1340,1.0,0,7,479000
3046,2200,2200,2.5,0,8,525000
3047,2520,1260,1.75,0,7,272000
3048,1180,1180,1.0,0,7,517000
3049,2660,1330,1.75,0,8,615000
3050,1250,1250,1.75,0,7,439000
3051,2270,2270,2.5,0,10,716000
3052,1080,1080,1.0,2,7,308000
3053,1620,1620,2.25,0,8,800000
3054,940,880,2.0,0,7,575000
3055,1620,1620,1.5,0,7,219950
3056,2350,2350,2.5,0,8,770000
3057,2090,2090,1.75,0,7,424950
3058,1760,1760,2.25,0,7,387000
3059,2050,1450,1.75,3,8,790000
3060,600,600,1.0,0,5,156000
3061,2540,1320,1.0,0,8,580000
3062,2090,2090,2.25,0,8,490000
3063,2700,2070,3.25,2,9,950000
3064,1410,1090,2.5,0,8,400000
3065,1170,1170,2.5,0,8,325000
3066,2540,2540,2.5,0,9,365000
3067,2190,2190,1.75,0,7,255000
3068,3890,2870,3.5,1,9,985000
3069,2030,1100,2.5,0,7,595000
3070,1350,1350,1.0,0,7,427500
3071,1940,1310,1.5,0,8,728000
3072,1260,1000,1.0,0,7,549950
3073,2800,1400,2.0,0,7,650000
3074,3080,2230,3.25,2,9,1130000
3075,840,840,1.0,0,6,203000
3076,860,860,1.0,0,6,311000
3077,2400,1200,2.0,0,6,387500
3078,1640,1640,2.0,0,7,370000
3079,1060,1060,1.0,0,6,228000
3080,2080,1080,1.75,0,7,740000
3081,2090,1070,2.0,0,7,200000
3082,1240,1240,1.0,0,7,660000
3083,2030,2030,2.0,0,7,275000
3084,1120,950,1.0,0,7,708000
3085,1270,1270,2.5,0,8,280000
3086,2260,2260,2.5,0,8,325000
3087,1780,1780,2.5,0,7,495000
3088,1780,980,2.0,0,7,691000
3089,4080,4080,2.5,2,11,2290000
3090,2120,1360,2.5,0,7,329500
3091,2060,2060,2.5,0,9,348000
3092,1670,1670,1.0,0,7,425000
3093,1080,1080,1.0,0,6,210000
3094,1210,710,1.0,0,6,285000
3095,990,990,1.0,0,6,222000
3096,1720,1120,2.5,0,7,200000
3097,1530,1530,2.0,0,7,247500
3098,6550,5400,5.5,0,11,1500000
3099,1100,1100,1.75,0,6,190000
3100,3020,2020,2.5,0,9,975000
3101,3180,2070,3.0,0,9,1130000
3102,1830,1130,1.75,0,8,283200
3103,2540,1880,2.5,0,8,650000
3104,1770,960,2.0,0,7,449500
3105,1470,1470,1.75,0,7,400000
3106,570,570,1.0,0,5,89950
3107,960,960,1.0,0,6,158800
3108,2940,2220,3.0,1,9,870000
3109,1000,1000,1.5,0,6,196000
3110,2450,1340,1.75,0,8,850000
3111,3310,3310,2.5,0,9,775000
3112,1670,1670,2.5,0,8,483500
3113,1620,1620,1.5,0,7,387000
3114,2990,2990,3.0,0,10,900000
3115,1240,1240,1.5,2,7,336000
3116,670,670,1.0,0,6,415000
3117,1320,1320,1.5,0,6,350000
3118,6110,6110,5.25,0,11,1320000
3119,2440,1320,1.75,3,8,765000
3120,2900,2900,2.5,0,8,527000
3121,2310,1480,2.75,0,8,524000
3122,1110,890,1.0,0,6,448000
3123,4100,2500,3.25,0,9,775000
3124,930,930,1.0,0,5,176500
3125,2420,1620,2.25,2,8,750000
3126,2870,1730,2.25,0,8,1270000
3127,1480,1480,1.0,0,7,250000
3128,1960,1960,2.75,2,8,759000
3129,1470,1470,2.0,0,7,640000
3130,2460,2100,3.25,0,8,990000
3131,1960,980,1.75,0,7,395000
3132,1160,890,1.5,0,7,275000
3133,1910,1910,2.5,0,8,390000
3134,2720,1710,2.75,0,8,752500
3135,1020,1020,1.0,0,6,450000
3136,900,900,1.0,0,7,473000
3137,1120,1120,1.75,0,7,178500
3138,2340,2340,2.5,0,8,485000
3139,1410,780,1.5,0,7,215000
3140,1920,1060,1.75,0,7,589000
3141,1370,1370,1.75,0,6,325000
3142,1590,1590,2.5,0,8,580000
3143,1850,1850,1.75,0,7,181100
3144,1430,830,2.0,0,7,345000
3145,1940,1460,1.75,0,8,781000
3146,1270,1270,1.0,0,7,402500
3147,1380,1080,1.5,0,7,426000
3148,1720,1720,2.5,0,7,389000
3149,4050,2620,3.0,0,8,670000
3150,3660,3360,3.25,0,10,1510000
3151,1870,1870,2.25,0,7,288400
3152,2230,1510,2.0,0,7,700000
3153,2020,1220,3.0,0,8,830000
3154,3690,3690,2.75,4,12,1900000
3155,1450,1450,1.0,0,7,350500
3156,1630,1630,1.75,0,7,431000
3157,1840,1340,2.5,1,8,485000
3158,1620,1620,1.5,2,8,780000
3159,1840,1340,1.5,2,8,720000
3160,1360,1360,1.0,0,7,415000
3161,2080,1040,1.0,0,7,480000
3162,2550,1560,2.25,0,7,452250
3163,2550,2550,2.5,0,8,316000
3164,1160,1160,1.0,4,6,700000
3165,1760,780,2.0,1,7,285000
3166,1720,860,1.75,0,7,575000
3167,2300,1580,2.25,2,8,590000
3168,2500,1600,1.75,2,8,587500
3169,1750,1750,2.25,0,8,364000
3170,1890,1890,2.5,0,8,490000
3171,1800,1360,2.25,0,8,410000
3172,2160,2160,2.5,0,9,520000
3173,1380,1380,1.0,0,7,389000
3174,1180,1180,1.0,0,7,450000
3175,2550,2550,2.5,0,7,325000
3176,1070,1070,1.0,0,7,660000
3177,2870,2250,2.25,0,10,850000
3178,1940,1940,2.5,0,7,285000
3179,870,870,1.0,0,7,395000
3180,1550,1550,2.0,0,7,440000
3181,1400,1400,1.75,0,6,249000
3182,1210,1210,1.75,0,8,635000
3183,3430,3430,2.5,0,9,515000
3184,3020,3020,3.25,0,9,1400000
3185,950,950,1.0,0,6,200000
3186,3370,1970,2.75,3,9,1140000
3187,1460,780,1.0,2,6,445000
3188,1740,1640,1.5,0,7,555000
3189,1720,860,2.0,0,7,537000
3190,1480,1480,1.75,0,7,315000
3191,3320,3320,2.5,0,9,805000
3192,3490,3490,2.5,0,8,414000
3193,1160,1160,1.5,0,7,375000
3194,3010,1780,1.75,0,8,401000
3195,1030,1030,1.0,0,7,210000
3196,980,780,1.0,0,7,365000
3197,1990,1990,1.5,0,7,178000
3198,1790,1040,1.0,0,7,710000
3199,810,810,1.0,0,6,255000
3200,2940,1700,2.25,0,8,528000
3201,4883,3859,4.25,3,10,537000
3202,1360,1010,1.5,0,7,442000
3203,1370,1370,1.75,0,7,375000
3204,2120,2120,2.5,0,9,637250
3205,1240,1240,1.75,0,7,427500
3206,2770,2770,2.5,0,8,700000
3207,1660,1080,1.75,0,7,680000
3208,1170,1170,2.0,0,7,393820
3209,2470,1350,2.75,0,7,525000
3210,1310,1110,1.75,0,7,505000
3211,1670,1670,2.0,1,7,555565
3212,1660,1240,1.75,0,7,650000
3213,3500,2760,3.25,0,8,632500
3214,1440,1440,2.5,0,7,269000
3215,2360,1390,2.75,0,7,405000
3216,3460,3460,3.5,0,10,845000
3217,1750,1750,1.0,0,7,234000
3218,1470,1470,1.75,0,7,638000
3219,1710,1060,1.75,0,7,290000
3220,520,520,0.75,0,3,262000
3221,2350,2350,2.5,0,8,270000
3222,2380,2240,2.25,0,9,875000
3223,1920,1920,2.25,0,8,299000
3224,1580,1580,1.0,0,7,551000
3225,3070,2360,2.75,1,7,350000
3226,2660,2660,2.5,2,10,1900000
3227,1700,850,1.75,0,6,511718
3228,5010,3710,3.25,0,9,965000
3229,2680,2680,2.25,0,7,475000
3230,2720,1840,2.75,2,8,1060000
3231,940,940,1.0,0,6,252000
3232,3596,1798,2.5,0,8,580000
3233,1240,1000,2.25,0,8,374950
3234,4660,2600,4.0,2,9,739000
3235,1710,910,1.75,0,7,271000
3236,930,930,1.0,0,6,230000
3237,1430,1070,2.25,0,7,210000
3238,1650,1650,2.75,0,7,350000
3239,1560,1110,2.25,0,7,491500
3240,1870,1250,2.5,0,7,325000
3241,1320,1320,2.0,0,7,190000
3242,1400,1400,2.0,0,7,658600
3243,1940,1300,1.5,0,7,299950
3244,2000,1200,2.0,0,6,464000
3245,1640,1640,1.0,0,6,308000
3246,1020,1020,1.0,0,6,625000
3247,1630,1080,1.75,0,7,240000
3248,2940,2940,2.5,0,9,530000
3249,2120,2120,4.5,4,8,1000000
3250,790,790,1.0,0,7,439000
3251,2020,1010,1.75,0,6,575000
3252,1530,1530,1.75,0,7,418000
3253,3250,2940,3.75,0,9,1210000
3254,2930,2130,3.75,0,9,1100000
3255,3150,3150,3.75,0,10,1900000
3256,2180,2180,2.5,0,9,580000
3257,1040,840,1.0,0,7,380000
3258,880,880,1.0,0,5,256000
3259,1400,1400,1.0,0,8,349950
3260,2600,2600,2.5,0,7,691500
3261,1590,1190,1.75,0,7,556000
3262,1610,1280,2.25,0,8,218000
3263,1390,1390,2.0,0,7,425000
3264,3710,3710,3.25,0,10,935000
3265,2360,2360,1.75,0,9,732000
3266,1440,1440,1.0,0,7,805500
3267,1400,1100,1.75,2,6,507250
3268,4600,4600,2.5,0,10,800000
3269,2100,2100,2.25,1,8,600000
3270,2010,2010,1.75,0,9,627800
3271,2550,1860,2.25,0,7,660000
3272,1240,1240,2.5,0,7,153503
3273,2090,1460,2.25,0,7,456500
3274,2770,2770,2.5,0,9,1310000
3275,3560,3560,2.5,0,11,843500
3276,1240,1240,1.0,0,7,625000
3277,1640,840,1.75,0,7,527000
3278,3940,3940,3.75,3,9,1970000
3279,3150,3150,2.5,0,9,1000000
3280,2550,1720,3.0,0,8,855000
3281,3940,3440,3.25,3,9,725000
3282,580,580,1.0,0,6,315000
3283,1330,1330,1.75,0,7,180000
3284,930,930,1.0,3,7,700000
3285,1060,1060,1.0,0,7,476500
3286,1180,1180,1.5,0,7,193000
3287,1850,1850,2.5,0,7,295000
3288,820,820,1.0,0,6,363000
3289,3600,3600,2.5,0,11,875000
3290,1850,1150,2.0,0,7,257200
3291,2240,2240,2.0,0,8,555000
3292,1860,1860,2.25,0,7,380000
3293,2390,2390,2.75,0,7,282000
3294,2040,2040,2.5,0,7,545000
3295,1900,1640,1.5,0,7,550000
3296,1900,1640,1.5,0,7,921500
3297,2200,1440,1.5,0,7,885000
3298,2280,1960,2.25,2,8,820000
3299,1090,1090,1.0,0,6,289000
3300,670,670,1.0,0,7,334000
3301,1050,1050,1.0,0,5,206000
3302,2090,1440,2.25,0,7,491950
3303,2030,2030,2.5,0,8,430000
3304,1250,1250,2.0,0,7,208000
3305,2600,1390,2.25,0,8,245000
3306,640,640,1.0,0,6,426000
3307,2120,2120,2.5,0,7,400000
3308,1330,900,1.0,0,7,553000
3309,750,750,1.0,0,5,296000
3310,2230,2230,2.5,0,8,428000
3311,1890,980,2.5,0,7,325000
3312,820,820,1.0,0,6,294000
3313,1880,1380,1.75,0,7,410000
3314,2360,2360,4.25,0,8,590000
3315,1850,1850,2.25,0,7,445000
3316,2310,2010,2.5,4,8,921000
3317,2520,2520,1.5,0,8,496000
3318,800,800,1.0,0,7,95000
3319,1580,790,1.75,0,6,359000
3320,2430,1570,2.5,0,7,452500
3321,2350,1410,1.75,0,7,555000
3322,3800,3800,3.0,0,9,549900
3323,3670,2060,3.0,0,8,569000
3324,1780,900,2.0,0,7,318500
3325,1295,1105,1.5,0,9,487028
3326,1350,950,1.0,0,7,240000
3327,1440,1440,2.25,0,7,253000
3328,1320,1120,1.75,0,7,380000
3329,700,700,0.75,0,6,250000
3330,2510,2510,1.75,0,9,368500
3331,3180,1400,1.0,0,8,340000
3332,910,910,1.0,0,7,400000
3333,1570,1570,2.0,0,8,835000
3334,2450,2450,2.5,0,8,299000
3335,4910,3580,2.25,0,10,1680000
3336,1570,1570,2.0,0,7,265000
3337,2680,2680,2.5,0,8,437500
3338,2090,1610,1.75,0,7,865000
3339,2150,2150,2.0,0,8,626000
3340,1140,1040,2.0,0,7,247300
3341,4230,4230,3.5,0,11,2080000
3342,1790,1790,1.0,0,8,425000
3343,3100,1660,3.5,4,9,905000
3344,2220,2220,2.5,2,10,641250
3345,2370,2370,2.5,0,8,675000
3346,4070,4070,2.75,0,9,845000
3347,1790,1260,1.0,0,7,401500
3348,1610,1610,2.5,0,7,395000
3349,2830,1630,2.75,0,7,1100000
3350,1010,1010,1.0,0,6,145000
3351,1560,1390,1.0,0,8,900000
3352,1330,1330,1.5,0,7,374500
3353,2330,2330,2.25,0,8,850000
3354,960,960,1.0,0,7,490000
3355,1710,1710,2.5,0,8,304000
3356,2230,1300,2.25,0,7,400000
3357,1700,1700,2.0,0,8,454000
3358,1040,850,2.0,0,6,160000
3359,1070,1070,1.75,0,7,542000
3360,3600,2410,2.5,0,8,403500
3361,2750,2750,2.5,0,7,418000
3362,1920,1920,1.5,1,7,406000
3363,1770,1340,2.25,0,7,242500
3364,2460,2460,2.5,0,9,425000
3365,1550,1550,2.0,0,7,613000
3366,1460,1170,2.0,0,7,189000
3367,2440,2440,2.25,0,7,700000
3368,1640,1440,1.0,0,7,750000
3369,1290,1290,1.0,0,7,494000
3370,3150,3150,3.0,0,9,700000
3371,2305,2305,2.5,0,8,705000
3372,1060,1060,1.75,0,7,356000
3373,2060,1350,1.75,0,7,625000
3374,900,900,1.0,0,5,144975
3375,3890,3060,4.5,3,11,970000
3376,1910,1340,1.75,0,7,415000
3377,2340,1340,3.0,0,8,485000
3378,2900,2900,3.0,0,10,799950
3379,3290,3290,2.5,0,10,783350
3380,630,630,1.0,0,7,430000
3381,5410,5050,4.75,0,10,2540000
3382,4270,2680,2.5,0,10,975000
3383,1700,1130,1.5,0,7,950000
3384,1430,1150,1.0,0,7,350000
3385,2850,2850,2.75,0,8,637000
3386,2160,2160,2.0,0,10,895000
3387,1760,880,2.0,0,7,579000
3388,2700,1380,1.75,0,7,314900
3389,860,860,1.0,0,6,122000
3390,880,880,1.0,0,7,405000
3391,1360,1050,2.5,0,8,553650
3392,1770,1770,2.5,0,8,369900
3393,2030,1220,2.0,0,7,225000
3394,1180,1180,1.0,0,6,160000
3395,2430,1310,2.0,0,8,449500
3396,1300,1300,1.0,0,7,650000
3397,2360,2360,2.5,0,8,542126
3398,1200,1200,1.5,0,7,309950
3399,1000,1000,1.0,0,5,115000
3400,1556,1556,1.5,0,7,221700
3401,1890,1460,2.5,0,8,726000
3402,1810,1010,1.75,0,7,515000
3403,2730,2730,2.5,0,9,756000
3404,3070,2400,3.75,0,9,1570000
3405,2080,1220,2.25,0,8,442000
3406,1620,1620,2.0,0,7,260000
3407,1150,770,1.75,0,7,390000
3408,1250,850,1.0,0,7,459500
3409,1430,1430,1.5,0,7,330000
3410,790,790,1.0,0,6,189000
3411,1200,1200,1.0,0,7,280000
