,date,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
12507,2014-06-06,3,up to 2,2.0,0,without,4,very good,1730,0,1983,0,98072,47.7499,-122.111,1730,36250,535500
11925,2014-06-06,4,up to 2,1.0,0,without,4,very good,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,455000
11703,2014-06-06,2,up to 4,1.5,0,with a view,4,very good,1930,530,1936,0,98117,47.6792,-122.404,2260,6851,1370000
7397,2014-06-06,4,up to 4,2.0,0,without,3,excelent,4280,0,2005,0,98004,47.5979,-122.197,2360,10031,1600000
5403,2014-06-06,3,up to 2,1.0,0,without,4,very good,1300,670,1967,0,98003,47.2824,-122.301,1710,7703,294700
12657,2014-06-06,3,up to 4,1.0,0,without,3,very good,1820,450,1975,0,98177,47.7506,-122.37200000000001,2520,28300,680000
804,2014-06-06,4,up to 2,1.5,0,without,3,very good,1550,0,1954,0,98126,47.5222,-122.375,1220,7740,385200
20210,2014-06-06,4,up to 4,2.0,0,without,3,very good,2430,0,2008,0,98027,47.5285,-122.031,1930,7200,585000
15547,2014-06-06,4,up to 2,1.0,0,without,4,very good,1320,0,1954,0,98033,47.7016,-122.199,1720,14250,510000
7038,2014-06-06,3,up to 4,2.0,0,without,3,very good,2550,0,1990,0,98006,47.5586,-122.12100000000001,3180,13458,715000
7359,2014-06-06,3,up to 2,1.0,1,with a view,3,very good,1130,1040,1979,0,98052,47.6307,-122.088,3130,13875,1150000
3967,2014-06-06,3,up to 2,1.0,0,with a view,4,very good,1070,400,1939,0,98155,47.7394,-122.288,2630,7050,432000
12595,2014-06-06,4,up to 4,2.0,0,without,3,very good,2630,0,2008,0,98065,47.5222,-121.874,3240,6229,589500
832,2014-06-06,4,up to 4,1.0,0,without,4,very good,1900,0,1975,0,98023,47.3102,-122.381,2120,8000,270000
18594,2014-06-06,4,up to 4,2.0,0,without,3,very good,2560,0,2001,0,98053,47.6886,-122.037,2800,5890,600000
15684,2014-06-06,5,up to 4,1.0,0,with a view,5,very good,2250,2150,1963,0,98028,47.7424,-122.26299999999999,3290,19257,1120000
13187,2014-06-06,4,up to 4,2.0,0,without,3,very good,1680,310,2005,0,98107,47.6696,-122.37100000000001,1560,2087,595000
6977,2014-06-06,3,up to 4,2.0,0,without,3,very good,2670,0,1986,0,98052,47.6677,-122.15,2400,8999,744000
1295,2014-06-06,2,up to 2,1.0,0,without,3,very good,930,560,1956,0,98126,47.5344,-122.381,1320,4080,389250
16421,2014-06-06,3,up to 2,1.0,0,without,3,very good,1780,480,1985,0,98074,47.6457,-122.05799999999999,2250,9744,539000
4425,2014-06-06,3,up to 4,1.0,0,with a view,4,very good,1350,1350,1959,0,98198,47.397,-122.321,2470,10664,402000
8571,2014-06-06,4,up to 4,2.0,0,without,4,very good,2720,550,1983,0,98042,47.347,-122.087,2780,36036,435000
1222,2014-06-06,4,up to 4,2.0,0,without,3,very good,2050,770,2013,0,98118,47.5529,-122.281,1390,4635,735000
17011,2014-06-06,4,up to 4,2.0,0,without,4,very good,2070,0,1977,0,98034,47.727,-122.21700000000001,2080,7700,465000
18285,2014-06-06,2,up to 2,1.0,0,without,4,very good,990,750,1946,0,98115,47.6971,-122.28200000000001,1980,5400,452000
12422,2014-06-06,3,up to 2,1.0,0,without,4,very good,920,920,1953,0,98166,47.455,-122.35,1250,8100,185000
4669,2014-06-06,4,up to 4,2.0,0,with a view,4,very good,2430,1020,1960,2001,98166,47.4556,-122.37200000000001,2412,19499,1040000
21203,2014-06-06,4,up to 4,2.0,0,without,3,very good,3010,0,2014,0,98033,47.6952,-122.178,3010,7215,879950
10784,2014-06-06,4,up to 2,1.5,0,without,5,very good,2230,0,1959,0,98005,47.5979,-122.17299999999999,2510,11041,809950
3815,2014-06-06,2,up to 2,1.0,0,without,3,very good,890,0,1923,0,98117,47.6901,-122.36200000000001,1310,4590,475000
3295,2014-06-06,3,up to 2,1.5,0,without,3,very good,1640,260,1926,0,98115,47.6779,-122.294,2090,5000,550000
3294,2014-06-06,4,up to 4,2.0,0,without,3,very good,2040,0,1990,0,98115,47.6952,-122.323,1380,5986,545000
15332,2014-06-06,3,up to 4,2.0,0,without,3,very good,1480,0,2005,0,98029,47.5478,-122.0,1400,1138,450000
12391,2014-06-06,2,up to 2,1.0,0,without,3,very good,810,0,1948,0,98126,47.5232,-122.375,1240,7740,253500
10479,2014-06-06,2,up to 2,1.5,0,without,5,very good,1260,0,1926,0,98115,47.687,-122.32,1720,4080,435000
13682,2014-06-06,4,up to 4,2.0,0,without,3,very good,2680,0,1999,0,98023,47.3025,-122.39,1960,15586,300000
11197,2014-06-06,4,up to 2,1.0,0,without,4,very good,1470,0,1965,0,98008,47.631,-122.117,1760,7976,445000
20435,2014-06-06,5,up to 4,2.0,0,without,3,very good,3030,0,2014,0,98074,47.593,-122.057,3080,6341,837219
9619,2014-06-06,4,up to 4,1.5,0,without,5,very good,1710,1170,1928,0,98116,47.5874,-122.387,1640,5750,920000
7193,2014-06-06,4,up to 4,2.0,0,with a view,3,very good,3180,1090,2004,0,98029,47.5443,-121.994,4280,5942,1300000
20430,2014-06-06,2,up to 2,2.0,0,without,3,very good,1140,265,2007,0,98122,47.611999999999995,-122.295,1405,3000,405000
14370,2014-06-06,2,up to 2,1.0,0,without,4,very good,780,0,1943,0,98146,47.5112,-122.35700000000001,1030,5000,285000
14825,2014-06-06,3,up to 2,1.0,0,without,2,very good,1210,0,1918,1960,98070,47.4208,-122.445,1880,40510,160000
9258,2014-06-06,5,up to 4,1.0,0,without,4,very good,1240,1200,1972,0,98034,47.7283,-122.17,1780,8391,525000
16006,2014-06-06,4,up to 4,2.0,0,without,3,very good,2370,640,1999,0,98112,47.6341,-122.28399999999999,2650,4200,1280000
17720,2014-06-06,4,up to 4,2.0,0,without,5,very good,1800,920,1919,0,98115,47.6756,-122.306,1940,4001,739000
17593,2014-06-06,4,up to 2,2.0,0,without,3,very good,1880,0,1978,0,98014,47.6959,-121.921,1750,14858,407193
14356,2014-06-06,3,up to 4,2.0,0,without,3,very good,2400,0,1993,0,98056,47.534,-122.179,2640,11172,570000
8598,2014-06-06,3,up to 2,1.0,0,without,3,very good,1480,0,1974,0,98033,47.6723,-122.169,2040,7810,510000
12439,2014-06-06,3,up to 4,2.0,0,without,3,very good,3080,0,1990,0,98038,47.3752,-122.029,3130,13631,539500
7176,2014-06-06,4,up to 2,1.5,0,without,4,very good,1720,0,1904,0,98107,47.6719,-122.396,1580,3784,500000
10578,2014-06-06,4,up to 4,1.0,0,without,4,very good,1170,570,1958,0,98008,47.6079,-122.12299999999999,1980,11175,455000
2933,2014-06-06,3,up to 2,1.0,0,without,3,very good,1150,600,1954,0,98024,47.5666,-121.902,1680,13000,315000
14333,2014-06-06,3,up to 2,1.5,0,without,4,very good,1140,840,1926,0,98115,47.6733,-122.29799999999999,1590,5000,660000
3376,2014-06-06,3,up to 2,1.0,0,without,3,very good,1340,570,1977,0,98072,47.7399,-122.09899999999999,1550,13310,415000
14845,2014-06-06,5,up to 4,1.0,0,with a view,3,very good,2300,2300,1956,2015,98177,47.7608,-122.37799999999999,2890,19831,805000
17599,2014-06-06,3,up to 2,1.0,0,without,4,very good,1370,0,1983,0,98003,47.2575,-122.31200000000001,1490,9600,320000
12984,2014-06-07,3,up to 4,3.0,0,without,3,very good,1730,0,1985,0,98117,47.6911,-122.39200000000001,1690,4410,490000
20747,2014-06-07,4,up to 4,2.0,0,without,3,very good,3070,0,2006,0,98055,47.4487,-122.205,2910,5106,462000
16576,2014-06-07,4,up to 4,2.0,0,without,3,very good,2460,0,1998,0,98074,47.6041,-122.02,2460,4200,568500
15560,2014-06-07,6,up to 4,1.0,0,without,4,very good,2040,1780,1974,0,98027,47.5209,-122.052,2510,15314,611000
20810,2014-06-08,3,up to 4,2.0,0,with a view,3,very good,2470,930,2009,0,98056,47.4878,-122.191,1580,8676,530000
18443,2014-06-08,3,up to 2,1.5,0,without,3,very good,1300,0,1927,0,98105,47.6696,-122.32,1410,4080,455000
9223,2014-06-08,4,up to 4,2.0,0,without,3,very good,2450,0,1976,0,98077,47.7603,-122.074,2450,41181,510000
20714,2014-06-08,5,up to 4,2.0,0,without,3,very good,2090,780,2007,0,98011,47.7449,-122.19200000000001,2640,4610,540000
18440,2014-06-08,4,up to 4,2.0,1,with a view,3,excelent,3150,1270,2001,0,98008,47.571999999999996,-122.102,2760,8525,2700000
15239,2014-06-08,4,up to 4,2.0,0,without,4,very good,2370,0,1979,0,98052,47.6518,-122.12299999999999,2370,9720,684680
9771,2014-06-08,3,up to 4,2.0,0,without,3,very good,2300,0,2001,0,98065,47.5369,-121.876,2580,6983,567500
7295,2014-06-08,4,up to 4,2.0,0,without,3,very good,1811,0,2007,0,98055,47.45399999999999,-122.19,1811,4150,260000
13645,2014-06-08,2,up to 2,1.0,0,without,3,very good,960,480,1915,0,98103,47.6653,-122.338,1160,3630,445000
4686,2014-06-08,4,up to 4,2.0,0,without,3,very good,1780,0,1994,0,98029,47.5695,-122.006,1830,4164,540000
17400,2014-06-09,4,up to 4,2.0,0,without,3,very good,2800,0,1999,0,98014,47.6586,-121.962,2750,60351,739000
4173,2014-06-09,2,up to 4,3.0,0,without,3,very good,1380,0,2006,0,98103,47.6654,-122.355,1430,3400,552000
10553,2014-06-09,3,up to 4,2.0,0,without,3,very good,2140,0,1991,0,98074,47.6314,-122.027,2310,8956,640000
13975,2014-06-09,4,up to 4,2.0,0,without,3,very good,2740,0,1984,0,98039,47.6353,-122.229,2760,16008,1230000
8954,2014-06-09,3,up to 2,1.0,0,without,4,very good,1710,0,1958,0,98028,47.7391,-122.241,1890,10800,368000
9573,2014-06-09,2,up to 2,1.0,0,without,3,very good,800,0,1906,0,98107,47.6751,-122.37200000000001,1410,5000,435000
14637,2014-06-09,4,up to 4,2.0,0,without,3,very good,2390,0,1974,0,98055,47.4872,-122.204,1320,4500,290000
4732,2014-06-09,3,up to 2,1.0,0,without,4,very good,1300,0,1963,0,98008,47.6199,-122.116,1350,8800,502000
12688,2014-06-09,2,up to 2,1.0,0,without,4,very good,910,0,1905,0,98107,47.675,-122.39299999999999,1740,5000,425000
6539,2014-06-09,4,up to 4,2.0,0,without,5,very good,3300,0,1985,0,98040,47.5413,-122.21600000000001,2740,11358,1350000
9539,2014-06-09,2,up to 2,1.0,0,without,3,very good,920,0,1919,2003,98118,47.5452,-122.27,1510,5944,417000
19784,2014-06-09,3,up to 4,2.0,0,without,3,very good,1900,0,2005,0,98075,47.5941,-122.00399999999999,2260,5450,536000
7107,2014-06-09,2,up to 2,1.0,0,without,4,very good,740,0,1949,0,98133,47.7291,-122.337,1140,5995,304700
10183,2014-06-09,4,up to 4,2.0,0,without,3,very good,2330,0,1998,0,98045,47.4836,-121.78299999999999,2430,8175,471000
1937,2014-06-09,3,up to 4,2.0,0,without,3,very good,2260,0,2005,0,98075,47.5922,-122.008,2770,4566,550000
9935,2014-06-09,4,up to 4,2.0,0,without,3,very good,2800,0,2001,0,98019,47.7392,-121.96600000000001,2810,10235,563500
3558,2014-06-09,3,up to 4,1.0,0,without,4,very good,1240,950,1963,0,98056,47.5243,-122.204,3500,7149,539950
2799,2014-06-09,3,up to 4,2.0,0,without,4,very good,2470,0,1980,0,98027,47.4661,-121.99700000000001,2310,35350,525000
9923,2014-06-09,4,up to 4,1.0,0,without,5,very good,1980,0,1952,0,98155,47.7707,-122.273,2080,15700,475000
16725,2014-06-09,3,up to 2,1.0,0,without,3,very good,1760,0,1977,0,98005,47.5938,-122.154,2090,10780,554000
16335,2014-06-09,4,up to 4,2.0,0,without,3,very good,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,743700
17919,2014-06-09,4,up to 2,1.0,0,without,2,very good,1480,500,1978,0,98023,47.3071,-122.381,1980,9360,213000
17909,2014-06-09,3,up to 2,1.0,0,without,4,very good,1140,930,1948,0,98117,47.6896,-122.374,1770,5386,559000
9988,2014-06-09,3,up to 4,2.0,0,without,3,very good,1680,0,1987,0,98092,47.3025,-122.06700000000001,1820,35166,285000
18116,2014-06-09,3,up to 4,1.0,0,without,4,very good,1580,1050,1967,0,98006,47.5638,-122.15299999999999,2400,9700,852500
17224,2014-06-09,2,up to 2,1.0,0,without,4,very good,1030,0,1938,0,98168,47.4905,-122.331,1790,9199,212500
2738,2014-06-09,3,up to 4,1.0,0,without,4,very good,1730,1120,1954,0,98004,47.6218,-122.209,2820,10474,1150000
682,2014-06-09,4,up to 4,2.0,0,without,3,very good,3190,0,2006,0,98038,47.3558,-122.00399999999999,3250,7323,609900
11381,2014-06-09,3,up to 2,1.0,0,without,4,very good,1150,0,1963,0,98055,47.4417,-122.194,1760,8798,213400
14741,2014-06-09,4,up to 2,1.0,0,without,4,very good,1300,0,1969,0,98001,47.3067,-122.285,2120,9920,229950
16406,2014-06-09,2,up to 2,2.0,0,without,3,very good,960,100,2008,0,98144,47.5999,-122.3,1170,1400,352750
19573,2014-06-09,3,up to 2,1.5,0,without,3,very good,1590,0,1944,0,98166,47.4789,-122.346,1460,8400,235000
18099,2014-06-09,4,up to 2,1.5,0,without,3,very good,1910,0,1934,0,98106,47.5151,-122.366,1380,9000,240000
13117,2014-06-09,4,up to 4,1.0,0,without,4,very good,1440,1260,1968,0,98136,47.5331,-122.384,1880,5100,550000
6788,2014-06-09,4,up to 4,2.0,0,without,3,excelent,4130,0,1978,0,98005,47.6392,-122.165,3140,26147,1900000
17686,2014-06-09,3,up to 4,2.0,0,without,3,very good,2500,0,1997,0,98031,47.4022,-122.166,2290,7855,364900
18091,2014-06-09,3,up to 4,2.0,0,without,3,very good,2590,0,2004,0,98125,47.7113,-122.309,1670,7648,620000
14717,2014-06-09,4,up to 4,1.0,0,without,3,very good,1270,720,1999,0,98002,47.2839,-122.20200000000001,2100,7535,270000
19474,2014-06-09,4,up to 4,2.0,0,without,4,very good,2350,0,1994,0,98077,47.7545,-122.04700000000001,2370,63162,649950
9308,2014-06-09,3,up to 2,1.0,0,without,3,very good,1120,1120,1948,0,98125,47.7303,-122.329,1710,8100,440000
5650,2014-06-09,2,up to 2,1.0,0,without,3,very good,730,0,1946,0,98115,47.6997,-122.305,1620,7528,378500
1949,2014-06-09,3,up to 2,1.0,0,without,4,very good,1240,0,1978,0,98074,47.6108,-122.044,1370,9856,347000
376,2014-06-09,3,up to 2,1.0,0,without,3,very good,1110,530,1940,0,98125,47.7164,-122.304,1770,12600,450000
10906,2014-06-09,4,up to 4,2.0,0,without,3,very good,2170,0,1992,0,98019,47.7346,-121.97,2240,14029,442500
16231,2014-06-09,3,up to 2,1.5,0,without,3,very good,1380,0,1900,2000,98122,47.6109,-122.302,1500,5496,550000
14948,2014-06-09,4,up to 4,2.0,0,without,3,very good,2190,0,1993,0,98001,47.3535,-122.273,1920,11360,367300
2110,2014-06-09,5,up to 4,1.0,0,without,3,very good,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945,1640000
21436,2014-06-09,3,up to 4,2.0,0,without,3,very good,1150,330,2010,0,98106,47.5302,-122.36200000000001,1480,5761,315000
20047,2014-06-09,4,up to 2,1.0,0,without,4,very good,2020,0,1960,0,98059,47.501999999999995,-122.146,1410,8080,379000
1052,2014-06-09,4,up to 4,2.0,0,without,3,very good,2380,0,1992,0,98075,47.5833,-122.02799999999999,2730,9677,648000
7634,2014-06-09,3,up to 2,1.0,0,without,3,very good,1230,0,1987,0,98034,47.7316,-122.22399999999999,1930,8747,385000
7736,2014-06-09,3,up to 4,3.0,0,without,3,very good,1210,0,2008,0,98103,47.6977,-122.34899999999999,1190,1407,345000
17218,2014-06-09,2,up to 2,1.5,0,without,2,very good,1610,0,1948,0,98065,47.5319,-121.84,1800,3572,280000
17472,2014-06-09,3,up to 2,1.0,0,without,3,very good,780,530,1986,0,98103,47.6911,-122.35,1460,5100,428000
19897,2014-06-09,4,up to 4,2.5,0,without,3,very good,2370,0,2013,0,98056,47.5044,-122.17,2520,5425,400000
21003,2014-06-09,2,up to 2,2.0,0,without,3,very good,1120,220,2008,0,98144,47.588,-122.305,1340,1213,345000
9173,2014-06-09,2,up to 2,1.0,0,without,3,very good,1140,0,1942,0,98136,47.5323,-122.383,1230,5100,400000
7049,2014-06-09,4,up to 4,2.0,0,without,3,very good,1980,0,2003,0,98031,47.3913,-122.185,2550,5487,307550
18938,2014-06-09,3,up to 4,2.0,0,without,3,very good,1960,0,2006,0,98065,47.5384,-121.889,2060,4400,410000
78,2014-06-09,3,up to 2,1.0,0,without,4,very good,910,500,1956,0,98133,47.7073,-122.34,1130,5693,410000
7006,2014-06-09,3,up to 4,2.0,0,with a view,3,very good,2670,0,1981,0,98072,47.7443,-122.11399999999999,2760,42800,605000
2252,2014-06-09,4,up to 4,2.0,0,with a view,4,very good,3260,990,1972,0,98040,47.5578,-122.212,3690,17024,1340000
12238,2014-06-09,3,up to 2,1.0,0,without,3,very good,1350,0,1986,0,98019,47.7313,-121.971,1350,14200,325000
8364,2014-06-09,3,up to 4,1.0,0,without,4,very good,1230,660,1973,0,98125,47.7156,-122.31700000000001,1970,8101,435000
7175,2014-06-09,3,up to 2,1.0,0,without,4,very good,1070,980,1977,0,98136,47.5536,-122.399,2050,16083,568000
2829,2014-06-09,3,up to 4,2.0,0,without,4,very good,2210,0,1969,0,98023,47.3085,-122.381,1990,8000,250250
16791,2014-06-09,4,up to 4,2.0,0,without,3,very good,4060,0,2002,0,98074,47.6051,-122.053,4020,13250,1020000
9059,2014-06-09,2,up to 2,1.0,0,with a view,5,very good,1200,0,1917,0,98198,47.4039,-122.323,1660,9000,255000
14089,2014-06-09,4,up to 4,2.0,0,without,4,very good,1370,680,1987,0,98112,47.6235,-122.29799999999999,1720,5000,750000
16781,2014-06-09,3,up to 4,2.0,0,without,3,very good,1530,0,1998,0,98007,47.6179,-122.141,1530,3446,546000
2847,2014-06-09,4,up to 2,1.0,0,without,4,very good,1500,420,1975,0,98058,47.4476,-122.12799999999999,2100,7344,341000
10549,2014-06-09,4,up to 2,1.5,0,without,4,very good,2240,0,1965,0,98008,47.6294,-122.116,1540,8040,500000
17537,2014-06-09,4,up to 4,1.0,0,without,4,very good,3160,0,1981,0,98072,47.7337,-122.132,3530,38045,965000
4550,2014-06-09,5,up to 2,1.5,0,without,4,very good,1510,1010,1928,0,98022,47.2058,-121.99700000000001,1620,6875,250000
18618,2014-06-09,3,up to 4,2.0,0,without,3,very good,2630,0,2004,0,98019,47.745,-121.916,2250,75794,600000
19903,2014-06-09,3,up to 4,2.0,0,without,3,very good,1240,480,2004,0,98136,47.5481,-122.384,1610,1626,398000
8473,2014-06-09,3,up to 2,1.0,0,without,3,very good,1330,0,1998,0,98002,47.3411,-122.219,1330,6144,236000
14894,2014-06-09,3,up to 2,1.0,0,without,3,very good,1330,0,1948,0,98188,47.4493,-122.274,1200,8913,234999
16485,2014-06-09,2,up to 2,2.0,0,without,4,very good,710,0,1943,0,98102,47.6414,-122.329,1370,1173,403950
19383,2014-06-09,3,up to 2,1.0,0,without,3,very good,1390,820,1958,0,98005,47.5924,-122.175,2050,16200,625000
4765,2014-06-09,4,up to 2,2.0,0,with a view,4,very good,2220,0,1964,0,98166,47.4519,-122.375,2430,11600,480000
19177,2014-06-09,3,up to 2,2.0,0,without,3,very good,1440,0,1977,0,98019,47.7078,-121.915,2080,49658,328000
2274,2014-06-09,3,up to 2,1.0,0,without,3,very good,1200,660,1963,0,98188,47.4513,-122.26799999999999,1800,10400,288350
11956,2014-06-09,4,up to 4,1.5,0,without,4,very good,1630,400,1926,0,98103,47.6547,-122.34,2000,3905,831000
16571,2014-06-09,4,up to 4,1.5,0,without,5,very good,2230,500,1909,0,98119,47.641999999999996,-122.35799999999999,2190,4200,980000
14927,2014-06-09,2,up to 2,1.0,0,without,3,very good,1000,0,1960,0,98019,47.7659,-121.899,1560,22597,265000
16469,2014-06-09,4,up to 2,1.0,0,without,4,very good,2030,0,1976,0,98052,47.6658,-122.149,1800,9018,627000
8391,2014-06-09,2,up to 2,1.0,0,without,3,very good,1870,0,2003,0,98053,47.7108,-122.031,1670,5200,579000
3370,2014-06-09,4,up to 4,2.0,0,without,3,very good,3150,0,2000,0,98075,47.5972,-122.01799999999999,2970,6500,700000
21412,2014-06-09,3,up to 4,2.0,0,without,3,very good,1800,0,2011,0,98126,47.5458,-122.369,1580,2036,365000
16670,2014-06-09,4,up to 2,2.0,0,with a view,3,very good,2470,0,1937,0,98070,47.4421,-122.444,1470,92747,585000
13614,2014-06-09,4,up to 4,2.0,0,with a view,3,very good,2440,1290,1991,0,98042,47.3804,-122.163,3440,14280,599950
3414,2014-06-09,4,up to 2,1.5,0,without,4,very good,2700,0,1968,0,98058,47.45399999999999,-122.14399999999999,2220,7875,390000
8730,2014-06-09,3,up to 2,1.0,0,without,4,very good,1590,0,1974,0,98058,47.4365,-122.10600000000001,2780,23789,305100
19712,2014-06-09,3,up to 4,2.0,0,without,3,very good,1240,260,2004,0,98107,47.6727,-122.37299999999999,1440,1850,489000
15385,2014-06-10,3,up to 2,1.0,0,without,3,very good,1460,590,1962,0,98006,47.5735,-122.162,2670,11856,655275
16502,2014-06-10,4,up to 2,1.0,0,without,5,very good,1630,0,1968,0,98077,47.7566,-122.073,1360,10026,360000
7867,2014-06-10,2,up to 2,1.0,0,without,4,very good,950,790,1924,0,98118,47.5541,-122.29,1270,3800,315000
17058,2014-06-10,3,up to 4,2.0,0,without,3,very good,2090,0,2000,0,98056,47.4947,-122.17399999999999,2040,6392,415000
8071,2014-06-10,4,up to 2,1.0,0,without,3,very good,1130,550,1959,0,98177,47.7565,-122.361,1770,10103,380000
7923,2014-06-10,3,up to 2,1.0,0,without,3,very good,1130,460,1984,0,98031,47.4016,-122.18,1500,7560,250000
19880,2014-06-10,4,up to 4,2.0,0,without,3,very good,3510,0,2001,0,98065,47.54,-121.876,3510,9161,695000
2103,2014-06-10,3,up to 2,1.0,0,without,4,very good,1100,320,1984,0,98056,47.4892,-122.182,1810,7650,310000
72,2014-06-10,4,up to 2,1.5,0,without,5,very good,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,571000
6717,2014-06-10,4,up to 2,1.0,0,without,3,very good,1140,1180,1910,0,98144,47.5755,-122.289,1820,4322,480000
17875,2014-06-10,3,up to 2,1.0,0,without,4,very good,1460,300,1960,0,98136,47.5355,-122.39,1980,8400,680000
12780,2014-06-10,3,up to 2,1.0,0,without,4,very good,1010,0,1959,0,98198,47.3592,-122.315,1240,9450,149500
6653,2014-06-10,3,up to 4,2.0,0,without,3,very good,2510,0,1996,0,98075,47.5868,-122.03299999999999,2518,5819,659000
4592,2014-06-10,3,up to 2,1.0,0,without,4,very good,920,620,1955,0,98155,47.7451,-122.31299999999999,1130,6908,345000
6103,2014-06-10,5,up to 4,2.0,0,without,3,very good,2460,370,1923,0,98105,47.6579,-122.277,2900,5000,1240000
1679,2014-06-10,4,up to 4,2.0,0,without,3,very good,3040,0,2001,0,98040,47.5934,-122.244,2320,17511,1230000
8146,2014-06-10,3,up to 2,1.0,0,without,4,very good,1330,0,1973,0,98092,47.2916,-122.185,1590,9200,183000
1972,2014-06-10,2,up to 2,1.0,0,without,4,very good,860,0,1916,0,98117,47.6862,-122.391,1230,4260,420000
12802,2014-06-10,3,up to 4,1.0,0,without,3,very good,1230,550,1990,0,98106,47.5237,-122.353,1780,6771,310000
19448,2014-06-10,5,up to 4,1.0,0,with a view,4,very good,1870,862,1975,0,98003,47.3436,-122.323,2720,10000,480000
21130,2014-06-10,5,up to 4,2.0,0,without,3,very good,2880,0,2006,0,98059,47.4893,-122.147,3010,8296,525000
10205,2014-06-10,3,up to 4,2.0,0,without,3,very good,1800,0,1996,0,98034,47.7126,-122.23100000000001,2106,5618,515000
17780,2014-06-10,3,up to 2,1.5,0,without,3,very good,1580,0,1926,0,98117,47.684,-122.38600000000001,1280,4000,749000
15901,2014-06-10,5,up to 4,1.5,0,without,3,very good,2470,1160,2004,0,98033,47.6816,-122.199,2560,7560,1180000
9595,2014-06-10,4,up to 2,1.0,0,without,3,very good,860,860,1971,0,98034,47.726000000000006,-122.21,1790,8750,385000
20967,2014-06-10,4,up to 4,2.0,0,without,3,very good,2009,0,2014,0,98092,47.2577,-122.198,2009,5182,303210
2688,2014-06-10,4,up to 4,2.0,0,without,3,very good,1960,0,2002,0,98056,47.4941,-122.19,1960,6705,369990
7204,2014-06-10,3,up to 2,1.0,0,without,3,very good,970,0,1965,0,98168,47.4836,-122.33200000000001,1200,6600,165000
16431,2014-06-10,4,up to 2,1.5,0,without,3,very good,1200,0,1944,0,98178,47.4951,-122.24799999999999,1070,6050,227000
613,2014-06-10,3,up to 4,2.0,0,without,3,very good,2540,0,2005,0,98074,47.6214,-122.024,2600,6344,695000
19609,2014-06-10,5,up to 4,2.0,0,without,3,very good,2480,750,2014,0,98117,47.6785,-122.39200000000001,1480,5100,1060000
12237,2014-06-10,3,up to 4,2.0,0,without,3,very good,1990,450,2000,0,98005,47.589,-122.165,2440,2601,710000
3323,2014-06-10,5,up to 4,1.0,0,without,5,very good,2060,1610,1952,0,98155,47.7589,-122.277,2720,13865,569000
11114,2014-06-10,3,up to 2,1.0,0,without,5,very good,1320,0,1975,0,98031,47.3947,-122.17399999999999,1540,7200,251750
10668,2014-06-10,2,up to 2,2.0,0,without,3,very good,1010,0,1981,0,98056,47.5128,-122.189,1210,7719,306888
19388,2014-06-10,4,more than 4,2.0,0,without,3,very good,2530,1340,2001,0,98027,47.4677,-122.01,3020,35366,589900
11084,2014-06-10,4,up to 2,1.5,0,without,3,very good,1740,0,1965,0,98133,47.7458,-122.334,1580,7684,310000
18815,2014-06-10,4,up to 4,1.0,0,without,3,very good,1440,1090,1978,0,98011,47.7762,-122.21,1960,7811,400000
12916,2014-06-10,3,up to 2,1.5,0,with a view,4,very good,1680,500,1930,0,98126,47.573,-122.38,1850,5000,555000
19670,2014-06-10,6,up to 4,2.0,0,with a view,3,very good,2930,0,2013,0,98006,47.5441,-122.117,3210,10787,915000
19345,2014-06-10,4,up to 4,1.0,0,without,4,very good,1400,1090,1983,0,98011,47.7496,-122.20100000000001,2060,15300,608000
12317,2014-06-10,5,up to 4,1.0,0,without,4,very good,1610,940,1953,0,98004,47.6336,-122.19200000000001,2510,21673,895000
4865,2014-06-10,2,up to 2,1.0,0,with a view,3,very good,1490,0,1983,0,98092,47.2645,-122.163,2350,213879,475000
20675,2014-06-10,2,up to 4,2.0,0,without,3,very good,940,120,2005,0,98102,47.6371,-122.32700000000001,1300,1169,499950
5634,2014-06-10,4,up to 2,1.0,0,without,3,bad,860,260,1939,0,98055,47.4904,-122.20299999999999,1120,4838,100000
20113,2014-06-10,4,up to 4,2.0,0,without,3,very good,2580,0,2013,0,98033,47.6852,-122.21,1820,5772,899900
10428,2014-06-10,4,up to 4,2.0,0,without,3,very good,2210,0,1999,0,98148,47.4323,-122.32700000000001,1770,8770,375000
6436,2014-06-10,4,up to 4,2.0,0,without,3,very good,1940,0,1990,0,98023,47.3063,-122.359,2060,7092,278500
16246,2014-06-10,4,up to 4,1.0,0,with a view,3,excelent,2620,1080,1988,0,98006,47.5662,-122.10799999999999,3480,13786,1250000
8112,2014-06-10,2,up to 2,1.0,0,without,3,very good,1651,0,1946,0,98070,47.4621,-122.461,1510,89595,285000
9375,2014-06-10,2,up to 2,1.0,0,without,4,very good,1100,0,1926,0,98144,47.5738,-122.31299999999999,1240,3598,403000
889,2014-06-10,3,up to 4,2.0,0,without,3,very good,3000,0,1995,0,98053,47.6724,-122.01299999999999,3000,32417,740000
6395,2014-06-10,3,up to 2,1.0,0,without,3,very good,1620,670,1965,0,98155,47.7735,-122.273,2320,12474,470000
